2025-11-10 11:04:09 | INFO     | moodle_feedback | ============================================================
2025-11-10 11:04:21 | DEBUG    | moodle_feedback |   ○ lmediavilla (ID: 919) - SIN CAMBIOS (omitida)
2025-11-10 11:04:21 | DEBUG    | moodle_feedback |   ○ jfarina (ID: 925) - SIN CAMBIOS (omitida)
2025-11-10 11:04:22 | DEBUG    | moodle_feedback |   ○ grios (ID: 928) - SIN CAMBIOS (omitida)
2025-11-10 11:04:22 | DEBUG    | moodle_feedback |   ○ salcantara (ID: 933) - SIN CAMBIOS (omitida)
2025-11-10 11:04:22 | DEBUG    | moodle_feedback |   ○ equintana (ID: 957) - SIN CAMBIOS (omitida)
2025-11-10 11:04:22 | DEBUG    | moodle_feedback |   ○ mamorales (ID: 971) - SIN CAMBIOS (omitida)
2025-11-10 11:04:23 | DEBUG    | moodle_feedback |   ○ kavalos (ID: 988) - SIN CAMBIOS (omitida)
2025-11-10 11:04:23 | DEBUG    | moodle_feedback |   ○ framirez (ID: 990) - SIN CAMBIOS (omitida)
2025-11-10 11:04:24 | DEBUG    | moodle_feedback |   ○ idiaz (ID: 1004) - SIN CAMBIOS (omitida)
2025-11-10 11:04:24 | DEBUG    | moodle_feedback |   ○ nravelo (ID: 1039) - SIN CAMBIOS (omitida)
2025-11-10 11:04:24 | DEBUG    | moodle_feedback |   ○ gelopez (ID: 1045) - SIN CAMBIOS (omitida)
2025-11-10 11:04:25 | DEBUG    | moodle_feedback |   ○ kmartinez (ID: 1075) - SIN CAMBIOS (omitida)
2025-11-10 11:04:25 | DEBUG    | moodle_feedback |   ○ amedinadossantos (ID: 1079) - SIN CAMBIOS (omitida)
2025-11-10 11:04:25 | DEBUG    | moodle_feedback |   ○ lgil (ID: 1082) - SIN CAMBIOS (omitida)
2025-11-10 11:04:25 | DEBUG    | moodle_feedback |   ○ aaangulo (ID: 1097) - SIN CAMBIOS (omitida)
2025-11-10 11:04:26 | DEBUG    | moodle_feedback |   ○ mubegun (ID: 1116) - SIN CAMBIOS (omitida)
2025-11-10 11:04:26 | DEBUG    | moodle_feedback |   ○ jesugarcia (ID: 1162) - SIN CAMBIOS (omitida)
2025-11-10 11:04:27 | DEBUG    | moodle_feedback |   ○ jonguerra1 (ID: 1169) - SIN CAMBIOS (omitida)
2025-11-10 11:04:27 | DEBUG    | moodle_feedback |   ○ candres (ID: 1171) - SIN CAMBIOS (omitida)
2025-11-10 11:04:27 | DEBUG    | moodle_feedback |   ○ esaavedra (ID: 1175) - SIN CAMBIOS (omitida)
2025-11-10 11:04:27 | DEBUG    | moodle_feedback |   ○ imancisidor (ID: 1186) - SIN CAMBIOS (omitida)
2025-11-10 11:04:27 | DEBUG    | moodle_feedback |   ○ mcamacho (ID: 1187) - SIN CAMBIOS (omitida)
2025-11-10 11:04:28 | DEBUG    | moodle_feedback |   ○ mcajete (ID: 1194) - SIN CAMBIOS (omitida)
2025-11-10 11:04:28 | DEBUG    | moodle_feedback |   ○ mperezdecalleja (ID: 1214) - SIN CAMBIOS (omitida)
2025-11-10 11:04:28 | DEBUG    | moodle_feedback |   ○ mmolinero (ID: 1235) - SIN CAMBIOS (omitida)
2025-11-10 11:04:28 | DEBUG    | moodle_feedback |   ○ ccolliga (ID: 1243) - SIN CAMBIOS (omitida)
2025-11-10 11:04:29 | DEBUG    | moodle_feedback |   ○ jmendigain (ID: 1263) - SIN CAMBIOS (omitida)
2025-11-10 11:04:29 | DEBUG    | moodle_feedback |   ○ jalzugaray (ID: 1291) - SIN CAMBIOS (omitida)
2025-11-10 11:04:29 | DEBUG    | moodle_feedback |   ○ mablanco (ID: 1321) - SIN CAMBIOS (omitida)
2025-11-10 11:04:30 | DEBUG    | moodle_feedback |   ○ mbelamendia (ID: 1325) - SIN CAMBIOS (omitida)
2025-11-10 11:04:30 | DEBUG    | moodle_feedback |   ○ xaramendi (ID: 1335) - SIN CAMBIOS (omitida)
2025-11-10 11:04:30 | DEBUG    | moodle_feedback |   ○ igorrino (ID: 1348) - SIN CAMBIOS (omitida)
2025-11-10 11:04:31 | DEBUG    | moodle_feedback |   ○ izaldua (ID: 1356) - SIN CAMBIOS (omitida)
2025-11-10 11:04:31 | DEBUG    | moodle_feedback |   ○ aaguinaga (ID: 1357) - SIN CAMBIOS (omitida)
2025-11-10 11:04:31 | DEBUG    | moodle_feedback |   ○ maiddiaz (ID: 1371) - SIN CAMBIOS (omitida)
2025-11-10 11:04:31 | DEBUG    | moodle_feedback |   ○ aberasategi (ID: 1382) - SIN CAMBIOS (omitida)
2025-11-10 11:04:32 | DEBUG    | moodle_feedback |   ○ xalonso (ID: 1624) - SIN CAMBIOS (omitida)
2025-11-10 11:04:33 | DEBUG    | moodle_feedback |   ○ sechevarria (ID: 1655) - SIN CAMBIOS (omitida)
2025-11-10 11:04:33 | DEBUG    | moodle_feedback |   ○ arsanchez (ID: 1669) - SIN CAMBIOS (omitida)
2025-11-10 11:04:34 | DEBUG    | moodle_feedback |   ○ bfigueira (ID: 1700) - SIN CAMBIOS (omitida)
2025-11-10 11:04:34 | DEBUG    | moodle_feedback |   ○ raugonzalez (ID: 1711) - SIN CAMBIOS (omitida)
2025-11-10 11:04:34 | DEBUG    | moodle_feedback |   ○ aberrocal (ID: 1723) - SIN CAMBIOS (omitida)
2025-11-10 11:04:34 | DEBUG    | moodle_feedback |   ○ mjuanes (ID: 1737) - SIN CAMBIOS (omitida)
2025-11-10 11:04:35 | DEBUG    | moodle_feedback |   ○ aimartin (ID: 1740) - SIN CAMBIOS (omitida)
2025-11-10 11:04:35 | DEBUG    | moodle_feedback |   ○ ccartelle (ID: 1744) - SIN CAMBIOS (omitida)
2025-11-10 11:04:36 | DEBUG    | moodle_feedback |   ○ lbravo (ID: 1819) - SIN CAMBIOS (omitida)
2025-11-10 11:04:36 | DEBUG    | moodle_feedback |   ○ wcaldera (ID: 1828) - SIN CAMBIOS (omitida)
2025-11-10 11:04:36 | DEBUG    | moodle_feedback |   ○ bramos (ID: 1849) - SIN CAMBIOS (omitida)
2025-11-10 11:04:36 | DEBUG    | moodle_feedback |   ○ lsevilla (ID: 1904) - SIN CAMBIOS (omitida)
2025-11-10 11:04:37 | DEBUG    | moodle_feedback |   ○ nmata (ID: 1905) - SIN CAMBIOS (omitida)
2025-11-10 11:04:37 | DEBUG    | moodle_feedback |   ○ noufallah (ID: 1907) - SIN CAMBIOS (omitida)
2025-11-10 11:04:37 | DEBUG    | moodle_feedback |   ○ mcolman (ID: 1925) - SIN CAMBIOS (omitida)
2025-11-10 11:04:38 | DEBUG    | moodle_feedback |   ○ jbalseca (ID: 1988) - SIN CAMBIOS (omitida)
2025-11-10 11:04:38 | DEBUG    | moodle_feedback |   ○ jdelvalle (ID: 2010) - SIN CAMBIOS (omitida)
2025-11-10 11:04:38 | DEBUG    | moodle_feedback |   ○ scepeda (ID: 2021) - SIN CAMBIOS (omitida)
2025-11-10 11:04:38 | DEBUG    | moodle_feedback |   ○ ilazaro (ID: 2025) - SIN CAMBIOS (omitida)
2025-11-10 11:04:39 | DEBUG    | moodle_feedback |   ○ assoto (ID: 2042) - SIN CAMBIOS (omitida)
2025-11-10 11:04:39 | DEBUG    | moodle_feedback |   ○ nurreta (ID: 2052) - SIN CAMBIOS (omitida)
2025-11-10 11:04:39 | INFO     | moodle_feedback | 
------------------------------------------------------------
2025-11-10 11:04:39 | INFO     | moodle_feedback | ASIGNACIÓN: Rúbrica de corrección (ID: 1949)
2025-11-10 11:04:39 | INFO     | moodle_feedback | ------------------------------------------------------------
2025-11-10 11:04:39 | DEBUG    | moodle_feedback |   ○ nsansaturnino (ID: 82) - SIN CAMBIOS (omitida)
2025-11-10 11:04:52 | INFO     | moodle_feedback | 
------------------------------------------------------------
2025-11-10 11:04:52 | INFO     | moodle_feedback | ASIGNACIÓN: Rúbrica de corrección TE01 (ID: 1950)
2025-11-10 11:04:52 | INFO     | moodle_feedback | ------------------------------------------------------------
